The Core Computer Business (Pty) Ltd,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
,,,,
Apple Reseller Program Price List,,,,
,,,,
,,,,
Effective from 18 June 2025,,,,
,,,,
Items in Red are on Promotion: Ends 30th June 2025 or While Stocks Last,,,,
,,,,
Due to the volatility of the Rand/US Dollar exchange rate please note that the prices published by Core Group may change without notice.,,,,
Should you wish to include these prices in customer quotations please note that the Core Group may not be able to honour the published prices.,,,,
EO&E,,,,
"The reseller is responsible for determining its own prices for the resale of products. Although Core may suggest retail prices, these are suggestions only and the reseller is entirely free to determine the actual prices at which products will be sold.",,,,
,ARP_P1,,,
,,,,
,ARP_P1,,"Wholesale
(ZAR Excl VAT)","RRP 
(ZAR Incl VAT)"
1 - CPU,,,,
DISPLAYS,,,,
MXGP3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - S/M,ACTIVE,7099,8549
MXGQ3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - M/L,ACTIVE,7099,8549
MXGR3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM SILVER ALUMINIUM CASE WITH BLUE CLOUD SPORT LOOP,ACTIVE,7099,8549
MXGT3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM STARLIGHT ALUMINIUM CASE WITH STARLIGHT SPORT BAND - S/M,ACTIVE,7099,8549
MXGU3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM STARLIGHT ALUMINIUM CASE WITH STARLIGHT SPORT BAND - M/L,ACTIVE,7099,8549
MXGV3QA/A,APPLE WATCH SE GPS + CELLULAR 44MM STARLIGHT ALUMINIUM CASE WITH LAKE GREEN SPORT LOOP,ACTIVE,7099,8549
WATCH SERIES 10,,,,
MC7Q4QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM NATURAL TITANIUM CASE WITH NATURAL MILANESE LOOP - S/M,ACTIVE,17272,20799
MC7R4QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SLATE TITANIUM CASE WITH SLATE MILANESE LOOP - S/M,ACTIVE,17272,20799
MC7T4QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM GOLD TITANIUM CASE WITH GOLD MILANESE LOOP - S/M,ACTIVE,17272,20799
MWWA3QA/A,APPLE WATCH SERIES 10 GPS 42MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - S/M,ACTIVE,8594,10349
MWWC3QA/A,APPLE WATCH SERIES 10 GPS 42MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - M/L,ACTIVE,8594,10349
MWWD3QA/A,APPLE WATCH SERIES 10 GPS 42MM SILVER ALUMINIUM CASE WITH BLUE CLOUD SPORT LOOP,ACTIVE,8594,10349
MWWE3QA/A,APPLE WATCH SERIES 10 GPS 42MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,8594,10349
MWWF3QA/A,APPLE WATCH SERIES 10 GPS 42MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,8594,10349
MWWG3QA/A,APPLE WATCH SERIES 10 GPS 42MM JET BLACK ALUMINIUM CASE WITH INK SPORT LOOP,ACTIVE,8594,10349
MWWH3QA/A,APPLE WATCH SERIES 10 GPS 42MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - S/M,ACTIVE,8594,10349
MWWJ3QA/A,APPLE WATCH SERIES 10 GPS 42MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - M/L,ACTIVE,8594,10349
MWWK3QA/A,APPLE WATCH SERIES 10 GPS 42MM ROSE GOLD ALUMINIUM CASE WITH PLUM SPORT LOOP,ACTIVE,8594,10349
MWWL3QA/A,APPLE WATCH SERIES 10 GPS 46MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - S/M,ACTIVE,9133,10999
MWWM3QA/A,APPLE WATCH SERIES 10 GPS 46MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - M/L,ACTIVE,9133,10999
MWWN3QA/A,APPLE WATCH SERIES 10 GPS 46MM SILVER ALUMINIUM CASE WITH BLUE CLOUD SPORT LOOP,ACTIVE,9133,10999
MWWP3QA/A,APPLE WATCH SERIES 10 GPS 46MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,9133,10999
MWWQ3QA/A,APPLE WATCH SERIES 10 GPS 46MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,9133,10999
MWWR3QA/A,APPLE WATCH SERIES 10 GPS 46MM JET BLACK ALUMINIUM CASE WITH INK SPORT LOOP,ACTIVE,9133,10999
MWWT3QA/A,APPLE WATCH SERIES 10 GPS 46MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - S/M,ACTIVE,9133,10999
MWWU3QA/A,APPLE WATCH SERIES 10 GPS 46MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - M/L,ACTIVE,9133,10999
MWWV3QA/A,APPLE WATCH SERIES 10 GPS 46MM ROSE GOLD ALUMINIUM CASE WITH PLUM SPORT LOOP,ACTIVE,9133,10999
MWX33QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - S/M,ACTIVE,10794,12999
MWX43QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - M/L,ACTIVE,10794,12999
MWX53QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SILVER ALUMINIUM CASE WITH BLUE CLOUD SPORT LOOP,ACTIVE,10794,12999
MWX63QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,10794,12999
MWX73QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,10794,12999
MWX83QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM JET BLACK ALUMINIUM CASE WITH INK SPORT LOOP,ACTIVE,10794,12999
MWX93QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - S/M,ACTIVE,10794,12999
MWXA3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - M/L,ACTIVE,10794,12999
MWXC3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM ROSE GOLD ALUMINIUM CASE WITH PLUM SPORT LOOP,ACTIVE,10794,12999
MWXD3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM NATURAL TITANIUM CASE WITH STONE GREY SPORT BAND - S/M,ACTIVE,15113,18199
MWXE3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM NATURAL TITANIUM CASE WITH STONE GREY SPORT BAND - M/L,ACTIVE,15113,18199
MWXF3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM NATURAL TITANIUM CASE WITH NATURAL MILANESE LOOP,ACTIVE,16192,19499
MWXG3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SLATE TITANIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,15113,18199
MWXH3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SLATE TITANIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,15113,18199
MWY03QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - S/M,ACTIVE,11417,13749
MWY13QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SILVER ALUMINIUM CASE WITH DENIM SPORT BAND - M/L,ACTIVE,11417,13749
MWY23QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SILVER ALUMINIUM CASE WITH BLUE CLOUD SPORT LOOP,ACTIVE,11417,13749
MWY33QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,11417,13749
MWY43QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM JET BLACK ALUMINIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,11417,13749
MWY53QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM JET BLACK ALUMINIUM CASE WITH INK SPORT LOOP,ACTIVE,11417,13749
MWY63QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - S/M,ACTIVE,11417,13749
MWY73QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM ROSE GOLD ALUMINIUM CASE WITH LIGHT BLUSH SPORT BAND - M/L,ACTIVE,11417,13749
MWY83QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM ROSE GOLD ALUMINIUM CASE WITH PLUM SPORT LOOP,ACTIVE,11417,13749
MWY93QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM NATURAL TITANIUM CASE WITH STONE GREY SPORT BAND - S/M,ACTIVE,16192,19499
MWYA3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM NATURAL TITANIUM CASE WITH STONE GREY SPORT BAND - M/L,ACTIVE,16192,19499
MWYC3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM NATURAL TITANIUM CASE WITH NATURAL MILANESE LOOP - M/L,ACTIVE,17272,20799
MWYD3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SLATE TITANIUM CASE WITH BLACK SPORT BAND - S/M,ACTIVE,16192,19499
MWYE3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SLATE TITANIUM CASE WITH BLACK SPORT BAND - M/L,ACTIVE,16192,19499
MWYW3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM SLATE TITANIUM CASE WITH SLATE MILANESE LOOP - M/L,ACTIVE,17272,20799
MWYX3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM GOLD TITANIUM CASE WITH STARLIGHT SPORT BAND - S/M,ACTIVE,16192,19499
MWYY3QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM GOLD TITANIUM CASE WITH STARLIGHT SPORT BAND - M/L,ACTIVE,16192,19499
MX003QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 46MM GOLD TITANIUM CASE WITH GOLD MILANESE LOOP - M/L,ACTIVE,17272,20799
MX053QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM SLATE TITANIUM CASE WITH SLATE MILANESE LOOP,ACTIVE,16192,19499
MX063QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM GOLD TITANIUM CASE WITH STARLIGHT SPORT BAND - S/M,ACTIVE,15113,18199
MX073QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM GOLD TITANIUM CASE WITH STARLIGHT SPORT BAND - M/L,ACTIVE,15113,18199
MX083QA/A,APPLE WATCH SERIES 10 GPS + CELLULAR 42MM GOLD TITANIUM CASE WITH GOLD MILANESE LOOP,ACTIVE,16192,19499
WATCH ULTRA 2,,,,
MX4D3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH NAVY OCEAN BAND,ACTIVE,17230,20749
MX4E3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH TAN ALPINE LOOP - SMALL,ACTIVE,17230,20749
MX4F3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH TAN ALPINE LOOP - MEDIUM,ACTIVE,17230,20749
MX4H3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH TAN ALPINE LOOP - LARGE,ACTIVE,17230,20749
MX4J3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH BLUE TRAIL LOOP - S/M,ACTIVE,17230,20749
MX4L3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH BLUE TRAIL LOOP - M/L,ACTIVE,17230,20749
MX4M3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH NATURAL TITANIUM MILANESE LOOP - S,ACTIVE,19431,23399
MX4P3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK OCEAN BAND,ACTIVE,17230,20749
MX4Q3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH DARK GREEN ALPINE LOOP - SMALL,ACTIVE,17230,20749
MX4R3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH DARK GREEN ALPINE LOOP - MEDIUM,ACTIVE,17230,20749
MX4T3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH DARK GREEN ALPINE LOOP - LARGE,ACTIVE,17230,20749
MX4U3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK TRAIL LOOP - S/M,ACTIVE,17230,20749
MX4V3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK TRAIL LOOP - M/L,ACTIVE,17230,20749
MX4W3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK TITANIUM MILANESE LOOP - S,ACTIVE,19431,23399
MX5R3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH NATURAL TITANIUM MILANESE LOOP - M,ACTIVE,19431,23399
MX5T3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM NATURAL TITANIUM CASE WITH NATURAL TITANIUM MILANESE LOOP - L,ACTIVE,19431,23399
MX5U3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK TITANIUM MILANESE LOOP - M,ACTIVE,19431,23399
MX5V3QA/A,APPLE WATCH ULTRA 2 GPS + CELLULAR 49MM BLACK TITANIUM CASE WITH BLACK TITANIUM MILANESE LOOP - L,ACTIVE,19431,23399
5 - Apple TV,,,,
APPLE TV,,,,
MN873Z/A,APPLE TV 4K WI‑FI WITH 64GB STORAGE,ACTIVE,2477,3089
MN893Z/A,APPLE TV 4K WI‑FI + ETHERNET WITH 128GB STORAGE,ACTIVE,2861,3569
6 - Airpods,,,,
AIRPODS,,,,
MXP63ZE/A,AIRPODS 4,ACTIVE,2380,2999
MXP93ZE/A,AIRPODS 4 WITH ACTIVE NOISE CANCELLATION,ACTIVE,3334,4199
AIRPODS MAX,,,,
MWW43ZE/A,AIRPODS MAX - MIDNIGHT,ACTIVE,10157,12799
MWW53ZE/A,AIRPODS MAX - STARLIGHT,ACTIVE,10157,12799
MWW63ZE/A,AIRPODS MAX - BLUE,ACTIVE,10157,12799
MWW73ZE/A,AIRPODS MAX - ORANGE,ACTIVE,10157,12799
MWW83ZE/A,AIRPODS MAX - PURPLE,ACTIVE,10157,12799
AIRPODS PRO,,,,
MTJV3ZE/A,AIRPODS PRO (2ND GENERATION) WITH MAGSAFE CASE (USB‑C),ACTIVE,4602,5799
Homepod,,,,
HOMEPOD,,,,
MQJ73SO/A,HOMEPOD - MIDNIGHT,ACTIVE,6412,7929
MQJ83SO/A,HOMEPOD - WHITE,ACTIVE,6412,7929
HOMEPOD MINI,,,,
MJ2C3SO/A,HOMEPOD MINI - BLUE,ACTIVE,2117,2619
MJ2D3SO/A,HOMEPOD MINI - ORANGE,ACTIVE,2117,2619
MJ2E3SO/A,HOMEPOD MINI - YELLOW,ACTIVE,2117,2619
MTJT3SO/A,HOMEPOD MINI - MIDNIGHT,ACTIVE,2117,2619
MY5H2SO/A,HOMEPOD MINI - WHITE,ACTIVE,2117,2619
Accessories,,,,
AIRTAG,,,,
MX532ZE/A,AIRTAG (1 PACK),ACTIVE,538,759
MX542ZE/A,AIRTAG (4 PACK),ACTIVE,1872,2639
AIRTAG ACCESSORIES,,,,
MA7G4ZM/A,AIRTAG FINEWOVEN KEY RING - BLACK,ACTIVE,805,1099
MA7H4ZM/A,AIRTAG FINEWOVEN KEY RING - DEEP BLUE,ACTIVE,805,1099
MA7J4ZM/A,AIRTAG FINEWOVEN KEY RING - DARK GREEN,ACTIVE,805,1099
MA7K4ZM/A,AIRTAG FINEWOVEN KEY RING - BLACKBERRY,ACTIVE,805,1099
MA7L4ZM/A,AIRTAG FINEWOVEN KEY RING - CHARTREUSE,ACTIVE,805,1099
APPLE TV,,,,
MW5G3ZE/A,SIRI REMOTE,ACTIVE,1041,1419
CABLES AND ADAPTORS,,,,
MD504ZM/A,MAGSAFE TO MAGSAFE 2 CONVERTER,ACTIVE,194,259
MD837ZM/A,APPLE WORLD TRAVEL ADAPTER KIT,ACTIVE,506,689
MUQ93ZM/A,USB-C TO LIGHTNING CABLE (1M),ACTIVE,378,529
MUQW3ZM/A,LIGHTNING TO USB CABLE (1M),ACTIVE,378,529
MUQX3ZM/A,USB-C TO LIGHTNING ADAPTER,ACTIVE,564,789
MW2G3ZM/A,30W USB-C POWER ADAPTER,ACTIVE,811,1079
MW2K3ZM/A,35W DUAL USB-C POWER ADAPTER,ACTIVE,1233,1639
MW2P3ZM/A,LIGHTNING TO DIGITAL AV ADAPTER,ACTIVE,965,1349
MW2Q3ZM/A,USB-C TO 3.5 MM HEADPHONE JACK ADAPTER,ACTIVE,170,239
MW2R3ZM/A,USB-C TO LIGHTNING CABLE (2 M),ACTIVE,564,789
MW493ZM/A,60W USB-C CHARGE CABLE (1M),ACTIVE,378,529
MW5H3ZM/A,THUNDERBOLT 4 (USB‑C) PRO CABLE (3 M),ACTIVE,3325,4419
MW5J3ZM/A,THUNDERBOLT 4 (USB‑C) PRO CABLE (1.8 M),ACTIVE,2685,3569
MW5L3ZM/A,USB-C TO USB ADAPTER,ACTIVE,389,519
MW5M3ZM/A,USB-C DIGITAL AV MULTIPORT ADAPTER,ACTIVE,1428,1899
MW653ZM/A,USB-C TO SD CARD READER,ACTIVE,811,1079
MX5J3ZM/A,LIGHTNING TO USB 3 CAMERA ADAPTER,ACTIVE,771,1079
MXN53ZM/A,70W USB-C POWER ADAPTER,ACTIVE,1233,1639
MYH93ZM/A,THUNDERBOLT 3 (USB-C) TO THUNDERBOLT 2 ADAPTER,ACTIVE,1015,1349
MYQT3ZM/A,240W USB-C CHARGE CABLE (2 M),ACTIVE,564,789
MC9C4ZM/A,THUNDERBOLT 5 (USB‑C) PRO CABLE (1 M),ACTIVE,1428,1899
MW2N3SO/A,POWER ADAPTER EXTENSION CABLE,ACTIVE,389,519
MW613ZM/A,USB-C TO MAGSAFE 3 CABLE (2M) - SILVER,ACTIVE,1015,1349
MYH83Z/A,APPLE 85W MAGSAFE 2 POWER ADAPTER (FOR MACBOOK PRO WITH RETINA DISPLAY),ACTIVE,1646,2189
MDV84ZM/A,USB-C TO 3.5 MM AUDIO CABLE (1.2 M),ACTIVE,771,1079
POWER,,,,
MC461Z/A,"APPLE MAGSAFE POWER ADAPTER - 60W (MACBOOK AND 13"" MACBOOK PRO)",ACTIVE,1403,1909
MW2L3ZM/A,96W USB-C POWER ADAPTER,ACTIVE,1403,1909
MW2M3ZM/A,140W USB-C POWER ADAPTER,ACTIVE,1755,2389
MX6X3ZE/A,MAGSAFE CHARGER (1 M),ACTIVE,771,1079
MX6Y3ZE/A,MAGSAFE CHARGER (2 M),ACTIVE,965,1349
MD3J4ZM/A,20W USB-C POWER ADAPTER,ACTIVE,317,459
MICE AND KEYBOARDS,,,,
MQDP3Z/A,MAGIC KEYBOARD FOLIO FOR IPAD (10TH GENERATION) - INTERNATIONAL ENGLISH,ACTIVE,4887,5969
MWR03Z/A,MAGIC KEYBOARD FOR IPAD PRO 11‑INCH (M4) - INTERNATIONAL ENGLISH - WHITE,ACTIVE,5886,7189
MWR23Z/A,MAGIC KEYBOARD FOR IPAD PRO 11‑INCH (M4) - INTERNATIONAL ENGLISH - BLACK,ACTIVE,5886,7189
MWR43Z/A,MAGIC KEYBOARD FOR IPAD PRO 13‑INCH (M4) - INTERNATIONAL ENGLISH - WHITE,ACTIVE,6861,8379
MWR53Z/A,MAGIC KEYBOARD FOR IPAD PRO 13‑INCH (M4) - INTERNATIONAL ENGLISH - BLACK,ACTIVE,6861,8379
MX3L2Z/A,SMART KEYBOARD FOR IPAD (7TH GENERATION) AND IPAD AIR (3RD GENERATION) - INTERNATIONAL ENGLISH,ACTIVE,3126,3819
MXNK2Z/A,SMART KEYBOARD FOLIO FOR 11-INCH IPAD PRO (2ND GENERATION) - INTERNATIONAL ENGLISH,ACTIVE,3519,4299
MXNL2Z/A,SMART KEYBOARD FOLIO FOR 12.9-INCH IPAD PRO (4TH GENERATION) - INTERNATIONAL ENGLISH,ACTIVE,3913,4779
MXCK3Z/A,MAGIC KEYBOARD WITH TOUCH ID FOR MAC MODELS WITH APPLE SILICON - INTERNATIONAL ENGLISH,ACTIVE,2637,3589
MXCL3Z/A,MAGIC KEYBOARD - INTERNATIONAL ENGLISH,ACTIVE,1755,2389
MXK53Z/A,MAGIC MOUSE - WHITE MULTI-TOUCH SURFACE,ACTIVE,1403,1909
MXK63Z/A,MAGIC MOUSE - BLACK MULTI-TOUCH SURFACE,ACTIVE,1755,2389
MXK73Z/A,MAGIC KEYBOARD WITH TOUCH ID AND NUMERIC KEYPAD FOR MAC MODELS WITH APPLE SILICON - INTERNATIONAL ENGLISH - WHITE KEYS,ACTIVE,3173,4319
MXK83Z/A,MAGIC KEYBOARD WITH TOUCH ID AND NUMERIC KEYPAD FOR MAC MODELS WITH APPLE SILICON - INTERNATIONAL ENGLISH - BLACK KEYS,ACTIVE,3534,4809
MXK93ZM/A,MAGIC TRACKPAD - WHITE MULTI-TOUCH SURFACE,ACTIVE,2276,3099
MXKA3ZM/A,MAGIC TRACKPAD - BLACK MULTI-TOUCH SURFACE,ACTIVE,2637,3589
MXCJ3Z/A,MAGIC KEYBOARD WITH NUMERIC KEYPAD - INTERNATIONAL ENGLISH - SILVER,ACTIVE,2276,3099
MDFV4Z/A,MAGIC KEYBOARD FOR IPAD AIR 11-INCH (M3) - INTERNATIONAL ENGLISH - WHITE,ACTIVE,5280,6449
MDFW4Z/A,MAGIC KEYBOARD FOR IPAD AIR 13-INCH (M3) - INTERNATIONAL ENGLISH - WHITE,ACTIVE,6279,7669
GENERAL ACCESSORIES,,,,
MD564ZM/A,APPLE USB SUPERDRIVE,ACTIVE,1403,1909
MW693ZM/A,POLISHING CLOTH,ACTIVE,415,549
IPHONE EARPODS,,,,
MWTY3ZM/A,EARPODS (LIGHTNING CONNECTOR),ACTIVE,317,459
MWU53ZM/A,EARPODS (3.5MM HEADPHONE PLUG),ACTIVE,317,459
MYQY3ZM/A,EARPODS (USB-C),ACTIVE,317,459
IPAD ACCESSORIES,,,,
MUWA3ZM/A,APPLE PENCIL (USB-C),ACTIVE,1554,1899
MWML3ZM/A,USB-C TO APPLE PENCIL ADAPTER,ACTIVE,188,229
MX2D3ZM/A,APPLE PENCIL PRO,ACTIVE,2929,3549
MX763ZM/A,APPLE PENCIL TIPS - 4 PACK,ACTIVE,367,449
MXN43ZM/A,APPLE PENCIL (2ND GENERATION),ACTIVE,2529,3089
MYQW3ZM/A,APPLE PENCIL (1ST GENERATION),ACTIVE,1947,2379
CASES & COVERS - IPAD 9,,,,
MM6M3ZM/A,SMART COVER FOR IPAD (9TH GENERATION) - ENGLISH LAVENDER,ACTIVE,1017,1409
CASES & COVERS - IPAD AIR,,,,
MC2Q4ZM/A,SMART FOLIO FOR IPAD MINI (A17 PRO) - CHARCOAL GRAY,ACTIVE,1234,1709
MC2T4ZM/A,SMART FOLIO FOR IPAD MINI (A17 PRO) - LIGHT VIOLET,ACTIVE,1234,1709
MC2U4ZM/A,SMART FOLIO FOR IPAD MINI (A17 PRO) - DENIM,ACTIVE,1234,1709
MC2V4ZM/A,SMART FOLIO FOR IPAD MINI (A17 PRO) - SAGE,ACTIVE,1234,1709
MH0D3ZM/A,SMART FOLIO FOR IPAD AIR (4TH GENERATION) - BLACK,ACTIVE,1653,2289
MJM23ZM/A,SMART FOLIO FOR IPAD AIR (4TH GENERATION) - ELECTRIC ORANGE,ACTIVE,1653,2289
MNA43ZM/A,SMART FOLIO FOR IPAD AIR (5TH GENERATION) - DARK CHERRY,ACTIVE,1653,2289
MNA63ZM/A,SMART FOLIO FOR IPAD AIR (5TH GENERATION) - ENGLISH LAVENDER,ACTIVE,1653,2289
MNA73ZM/A,SMART FOLIO FOR IPAD AIR (5TH GENERATION) - MARINE BLUE,ACTIVE,1653,2289
MWK53ZM/A,SMART FOLIO FOR IPAD AIR 11-INCH (M2) - CHARCOAL GRAY,ACTIVE,1653,2289
MWK63ZM/A,SMART FOLIO FOR IPAD AIR 11-INCH (M2) - DENIM,ACTIVE,1653,2289
MWK73ZM/A,SMART FOLIO FOR IPAD AIR 11-INCH (M2) - SAGE,ACTIVE,1653,2289
MWK83ZM/A,SMART FOLIO FOR IPAD AIR 11-INCH (M2) - LIGHT VIOLET,ACTIVE,1653,2289
MWK93ZM/A,SMART FOLIO FOR IPAD AIR 13-INCH (M2) - CHARCOAL GRAY,ACTIVE,2072,2869
MWKA3ZM/A,SMART FOLIO FOR IPAD AIR 13-INCH (M2) - DENIM,ACTIVE,2072,2869
MWKC3ZM/A,SMART FOLIO FOR IPAD AIR 13-INCH (M2) - SAGE,ACTIVE,2072,2869
MWKD3ZM/A,SMART FOLIO FOR IPAD AIR 13-INCH (M2) - LIGHT VIOLET,ACTIVE,2072,2869
MX4U2ZM/A,SMART COVER FOR IPAD (7TH GENERATION) AND IPAD AIR (3RD GENERATION) - BLACK,ACTIVE,809,1169
MH0A3ZM/A,SMART FOLIO FOR IPAD AIR (5TH GENERATION) - WHITE,ACTIVE,1653,2289
CASES & COVERS - IPAD MINI,,,,
MM6G3ZM/A,SMART FOLIO FOR IPAD MINI (6TH GENERATION) - BLACK,ACTIVE,1234,1709
MM6H3ZM/A,SMART FOLIO FOR IPAD MINI (6TH GENERATION) - WHITE,ACTIVE,1234,1709
MM6J3ZM/A,SMART FOLIO FOR IPAD MINI (6TH GENERATION) - ELECTRIC ORANGE,ACTIVE,1234,1709
MM6K3ZM/A,SMART FOLIO FOR IPAD MINI (6TH GENERATION) - DARK CHERRY,ACTIVE,1234,1709
MM6L3ZM/A,SMART FOLIO FOR IPAD MINI (6TH GENERATION) - ENGLISH LAVENDER,ACTIVE,1234,1709
CASES & COVERS - IPAD PRO,,,,
MW973ZM/A,SMART FOLIO FOR IPAD PRO 11-INCH (M4) - WHITE,ACTIVE,1653,2289
MW983ZM/A,SMART FOLIO FOR IPAD PRO 11-INCH (M4) - BLACK,ACTIVE,1653,2289
MW993ZM/A,SMART FOLIO FOR IPAD PRO 11-INCH (M4) - DENIM,ACTIVE,1653,2289
MWK23ZM/A,SMART FOLIO FOR IPAD PRO 13-INCH (M4) - WHITE,ACTIVE,2072,2869
MWK33ZM/A,SMART FOLIO FOR IPAD PRO 13-INCH (M4) - BLACK,ACTIVE,2072,2869
